return_period_yr,agg_n_cells,agg_events
1.7152070254879763,2171,116
1.7151481888035127,2171,116
1.7150893561554557,2170,116
1.7150305275433904,2170,116
1.7149717029669012,2170,116
1.7149128824255728,2170,116
1.7148540659189904,2170,116
1.7147952534467386,2170,116
1.7147364450084022,2170,116
1.7146776406035664,2170,116
1.7146188402318165,2170,116
1.714560043892737,2170,116
1.7145012515859137,2170,116
1.7144424633109312,2170,116
1.7143836790673752,2170,116
1.714324898854831,2170,116
1.7142661226728837,2170,116
1.714207350521119,2170,116
1.7141485823991223,2170,116
1.7140898183064792,2170,116
1.7140310582427754,2170,116
1.7139723022075963,2170,116
1.7139135502005278,2170,116
1.7138548022211557,2170,116
1.713796058269066,2170,116
1.7137373183438442,2170,116
1.7136785824450766,2170,116
1.713619850572349,2170,116
1.7135611227252476,2170,116
1.7135023989033584,2170,116
1.7134436791062677,2170,116
1.7133849633335618,2170,116
1.7133262515848269,2170,116
1.7132675438596492,2170,116
1.7132088401576153,2170,116
1.7131501404783116,2170,116
1.7130914448213246,2170,116
1.7130327531862408,2170,116
1.7129740655726473,2170,116
1.7129153819801302,2170,116
1.7128567024082766,2170,116
1.7127980268566732,2170,116
1.7127393553249066,2170,116
1.7126806878125642,2169,116
1.7126220243192327,2169,116
1.7125633648444993,2169,116
1.7125047093879509,2169,116
1.7124460579491747,2169,116
1.712387410527758,2169,116
1.7123287671232876,2169,116
1.7122701277353516,2169,116
1.7122114923635368,2169,116
1.7121528610074308,2169,116
1.712094233666621,2169,116
1.712035610340695,2169,116
1.7119769910292406,2169,116
1.711918375731845,2169,116
1.7118597644480964,2169,116
1.7118011571775822,2169,116
1.7117425539198905,2169,116
1.711683954674609,2169,116
1.7116253594413255,2169,116
1.7115667682196283,2169,116
1.7115081810091053,2169,116
1.7114495978093445,2169,116
1.7113910186199344,2169,116
1.7113324434404626,2169,116
1.711273872270518,2169,116
1.711215305109689,2169,116
1.7111567419575633,2169,116
1.71109818281373,2169,116
1.711039627677777,2169,116
1.7109810765492934,2169,116
1.7109225294278676,2169,116
1.7108639863130881,2169,116
1.710805447204544,2169,116
1.7107469121018237,2169,116
1.7106883810045161,2169,116
1.7106298539122105,2169,116
1.7105713308244954,2169,116
1.71051281174096,2169,116
1.7104542966611933,2169,116
1.7103957855847842,2169,116
1.7103372785113224,2169,116
1.7102787754403967,2169,116
1.7102202763715966,2169,116
1.7101617813045114,2169,116
1.7101032902387303,2169,116
1.710044803173843,2169,116
1.7099863201094392,2169,116
1.709927841045108,2169,116
1.7098693659804391,2168,116
1.7098108949150224,2168,116
1.7097524278484475,2168,116
1.7096939647803042,2168,116
1.7096355057101826,2168,116
1.7095770506376722,2168,116
1.7095185995623632,2168,116
1.7094601524838455,2168,116
1.7094017094017093,2168,116
1.7093432703155447,2168,116
1.709284835224942,2168,116
1.709226404129491,2168,116
1.7091679770287824,2168,116
1.7091095539224064,2168,116
1.7090511348099535,2168,116
1.7089927196910142,2168,116
1.7089343085651787,2168,116
1.708875901432038,2168,116
1.7088174982911826,2168,116
1.708759099142203,2168,116
1.70870070398469,2168,116
1.7086423128182346,2168,116
1.7085839256424276,2168,116
1.7085255424568597,2168,116
1.7084671632611221,2168,116
1.7084087880548058,2168,116
1.7083504168375017,2168,116
1.7082920496088012,2168,116
1.7082336863682952,2168,116
1.708175327115575,2168,116
1.7081169718502323,2168,116
1.708058620571858,2168,116
1.7080002732800437,2168,116
1.7079419299743808,2168,116
1.707883590654461,2168,116
1.7078252553198756,2168,116
1.7077669239702165,2168,116
1.7077085966050753,2168,116
1.7076502732240437,2168,116
1.7075919538267135,2168,116
1.7075336384126767,2168,116
1.707475326981525,2168,116
1.7074170195328506,2168,116
1.7073587160662456,2168,116
1.7073004165813017,2168,116
1.7072421210776112,2168,116
1.7071838295547666,2168,116
1.7071255420123597,2168,116
1.7070672584499829,2168,116
1.707008978867229,2168,116
1.7069507032636897,2168,116
1.7068924316389582,2167,116
1.7068341639926266,2167,116
1.7067759003242875,2167,116
1.7067176406335336,2167,116
1.7066593849199576,2167,116
1.7066011331831525,2167,116
1.7065428854227107,2167,116
1.7064846416382253,2167,116
1.7064264018292892,2167,116
1.7063681659954952,2167,116
1.7063099341364365,2167,116
1.7062517062517062,2167,116
1.7061934823408975,2167,116
1.7061352624036032,2167,116
1.7060770464394173,2167,116
1.7060188344479323,2167,116
1.7059606264287421,2167,116
1.7059024223814399,2167,116
1.705844222305619,2167,116
1.7057860262008733,2167,116
1.7057278340667963,2167,116
1.7056696459029814,2167,116
1.7056114617090228,2167,116
1.7055532814845136,2167,116
1.705495105229048,2167,116
1.7054369329422199,2167,116
1.705378764623623,2167,116
1.7053206002728514,2167,116
1.705262439889499,2167,116
1.70520428347316,2167,116
1.7051461310234286,2167,116
1.705087982539899,2167,116
1.7050298380221653,2167,116
1.704971697469822,2167,116
1.7049135608824633,2167,116
1.7048554282596835,2167,116
1.7047972996010774,2167,116
1.7047391749062393,2167,116
1.704681054174764,2167,116
1.7046229374062458,2167,116
1.7045648246002796,2167,116
1.7045067157564602,2167,116
1.7044486108743822,2167,116
1.7043905099536405,2167,116
1.7043324129938304,2167,116
1.7042743199945463,2167,116
1.7042162309553837,2167,116
1.7041581458759374,2167,116
1.7041000647558024,2167,116
1.7040419875945743,2166,116
1.703983914391848,2166,116
1.7039258451472192,2166,116
1.7038677798602828,2166,116
1.7038097185306345,2166,116
1.7037516611578696,2166,116
1.7036936077415838,2166,116
1.7036355582813725,2166,116
1.7035775127768313,2166,116
1.703519471227556,2166,116
1.7034614336331426,2166,116
1.7034033999931864,2166,116
1.7033453703072836,2166,116
1.7032873445750298,2166,116
1.7032293227960213,2166,116
1.7031713049698538,2166,116
1.7031132910961237,2166,116
1.7030552811744268,2166,116
1.7029972752043596,2166,116
1.7029392731855182,2166,116
1.7028812751174989,2166,116
1.7028232809998978,2166,116
1.7027652908323117,2166,116
1.7027073046143368,2166,116
1.7026493223455696,2166,116
1.702591344025607,2166,116
1.7025333696540452,2166,116
1.702475399230481,2166,116
1.7024174327545114,2166,116
1.702359470225733,2166,116
1.7023015116437423,2166,116
1.7022435570081367,2166,116
1.702185606318513,2166,116
1.702127659574468,2166,116
1.7020697167755992,2166,116
1.7020117779215032,2166,116
1.7019538430117775,2166,116
1.7018959120460193,2166,116
1.7018379850238257,2166,116
1.7017800619447943,2165,116
1.7017221428085223,2165,116
1.701664227614607,2165,116
1.7016063163626463,2165,116
1.7015484090522375,2165,116
1.7014905056829783,2165,116
1.7014326062544662,2165,116
1.701374710766299,2165,116
1.7013168192180748,2165,116
1.701258931609391,2165,116
1.7012010479398456,2165,116
1.7011431682090365,2165,116
1.7010852924165618,2165,116
1.7010274205620195,2165,116
1.7009695526450077,2165,116
1.7009116886651245,2165,116
1.7008538286219683,2165,116
1.7007959725151371,2165,116
1.7007381203442293,2165,116
1.7006802721088434,2165,116
1.700622427808578,2165,116
1.700564587443031,2165,116
1.7005067510118015,2165,116
1.7004489185144878,2165,116
1.7003910899506887,2165,116
1.7003332653200027,2165,116
1.7002754446220287,2165,116
1.7002176278563657,2165,116
1.700159815022612,2165,116
1.7001020061203673,2165,116
1.7000442011492298,2165,116
1.6999864001087992,2165,116
1.699928602998674,2165,116
1.6998708098184538,2165,116
1.6998130205677375,2165,116
1.6997552352461245,2165,116
1.6996974538532141,2165,116
1.6996396763886057,2165,116
1.6995819028518984,2165,116
1.699524133242692,2165,116
1.6994663675605859,2165,116
1.6994086058051798,2165,116
1.699350847976073,2165,116
1.6992930940728657,2165,116
1.699235344095157,2164,116
1.6991775980425474,2164,116
1.6991198559146363,2164,116
1.6990621177110234,2164,116
1.6990043834313093,2164,116
1.6989466530750934,2164,116
1.6988889266419762,2164,116
1.6988312041315574,2164,116
1.6987734855434375,2164,116
1.698715770877217,2164,116
1.6986580601324954,2164,116
1.6986003533088734,2164,116
1.6985426504059518,2164,116
1.6984849514233304,2164,116
1.69842725636061,2164,116
1.6983695652173914,2164,116
1.6983118779932747,2164,116
1.6982541946878609,2164,116
1.6981965153007506,2164,116
1.6981388398315447,2164,116
1.6980811682798438,2164,116
1.6980235006452489,2164,116
1.697965836927361,2164,116
1.6979081771257811,2164,116
1.69785052124011,2164,116
1.697792869269949,2164,116
1.6977352212148993,2164,116
1.697677577074562,2164,116
1.6976199368485383,2164,116
1.6975623005364298,2164,116
1.6975046681378374,2164,116
1.6974470396523629,2164,116
1.6973894150796076,2164,116
1.697331794419173,2164,116
1.697274177670661,2164,116
1.6972165648336728,2164,116
1.6971589559078104,2164,116
1.6971013508926753,2164,116
1.6970437497878694,2164,116
1.6969861525929948,2164,116
1.696928559307653,2164,116
1.6968709699314464,2164,116
1.6968133844639766,2164,116
1.696755802904846,2164,116
1.6966982252536564,2164,116
1.69664065151001,2164,116
1.6965830816735095,2164,116
1.6965255157437569,2164,116
1.6964679537203542,2164,116
1.6964103956029042,2164,116
1.6963528413910094,2164,116
1.696295291084272,2164,116
1.6962377446822947,2164,116
1.6961802021846801,2164,116
1.696122663591031,2164,116
1.6960651289009498,2163,116
1.6960075981140394,2163,116
1.695950071229903,2163,116
1.695892548248143,2163,116
1.6958350291683626,2163,116
1.6957775139901645,2163,116
1.695720002713152,2163,116
1.6956624953369281,2163,116
1.695604991861096,2163,116
1.695547492285259,2163,116
1.69548999660902,2163,116
1.6954325048319827,2163,116
1.6953750169537503,2163,116
1.695317532973926,2163,116
1.6952600528921136,2163,116
1.6952025767079166,2163,116
1.6951451044209385,2163,116
1.6950876360307827,2163,116
1.6950301715370533,2163,116
1.694972710939354,2163,116
1.694915254237288,2163,116
1.69485780143046,2163,116
1.6948003525184734,2163,116
1.6947429075009321,2163,116
1.6946854663774404,2163,116
1.6946280291476021,2163,116
1.6945705958110215,2163,116
1.6945131663673028,2163,116
1.6944557408160499,2163,116
1.6943983191568674,2163,116
1.6943409013893596,2163,116
1.6942834875131307,2163,116
1.6942260775277853,2163,116
1.6941686714329278,2163,116
1.6941112692281628,2162,116
1.694053870913095,2162,116
1.693996476487329,2162,116
1.6939390859504693,2162,116
1.6938816993021208,2162,116
1.6938243165418883,2162,116
1.6937669376693767,2162,116
1.693709562684191,2162,116
1.693652191585936,2162,116
1.6935948243742167,2162,116
1.6935374610486384,2162,116
1.6934801016088061,2162,116
1.693422746054325,2162,116
1.6933653943848004,2162,116
1.6933080465998374,2162,116
1.6932507026990415,2162,116
1.6931933626820184,2162,116
1.6931360265483728,2162,116
1.693078694297711,2162,116
1.693021365929638,2162,116
1.6929640414437597,2162,116
1.6929067208396817,2162,116
1.6928494041170097,2162,116
1.6927920912753496,2162,116
1.692734782314307,2162,116
1.6926774772334878,2162,116
1.6926201760324984,2162,116
1.6925628787109441,2162,116
1.6925055852684314,2162,116
1.6924482957045661,2162,116
1.6923910100189548,2162,116
1.6923337282112032,2162,116
1.692276450280918,2162,116
1.692219176227705,2162,116
1.692161906051171,2162,116
1.6921046397509223,2162,116
1.6920473773265652,2162,116
1.6919901187777064,2162,116
1.6919328641039524,2162,116
1.6918756133049098,2162,116
1.6918183663801853,2162,116
1.6917611233293859,2162,116
1.691703884152118,2162,116
1.6916466488479887,2162,116
1.6915894174166046,2162,116
1.691532189857573,2162,116
1.6914749661705006,2161,116
1.6914177463549949,2161,116
1.6913605304106623,2161,116
1.6913033183371107,2161,116
1.6912461101339467,2161,116
1.6911889058007779,2161,116
1.6911317053372117,2161,116
1.6910745087428551,2161,116
1.691017316017316,2161,116
1.6909601271602015,2161,116
1.6909029421711195,2161,116
1.690845761049677,2161,116
1.6907885837954821,2161,116
1.6907314104081426,2161,116
1.690674240887266,2161,116
1.6906170752324599,2161,116
1.6905599134433325,2161,116
1.6905027555194916,2161,116
1.690445601460545,2161,116
1.690388451266101,2161,116
1.6903313049357673,2161,116
1.6902741624691524,2161,116
1.6902170238658645,2161,116
1.6901598891255112,2161,116
1.6901027582477015,2161,116
1.6900456312320433,2161,116
1.6899885080781452,2161,116
1.6899313887856153,2161,116
1.6898742733540624,2161,116
1.689817161783095,2161,116
1.6897600540723217,2161,116
1.6897029502213512,2161,116
1.6896458502297917,2161,116
1.6895887540972527,2161,116
1.6895316618233425,2161,116
1.6894745734076702,2161,116
1.6894174888498446,2161,116
1.6893604081494746,2160,116
1.6893033313061694,2160,116
1.6892462583195378,2160,116
1.6891891891891893,2160,116
1.6891321239147326,2160,116
1.6890750624957773,2160,116
1.6890180049319325,2160,116
1.6889609512228076,2160,116
1.688903901368012,2160,116
1.6888468553671554,2160,116
1.6887898132198467,2160,116
1.6887327749256957,2160,116
1.6886757404843122,2160,116
1.6886187098953056,2160,116
1.6885616831582857,2160,116
1.6885046602728624,2160,116
1.688447641238645,2160,116
1.6883906260552441,2160,116
1.6883336147222692,2160,116
1.68827660723933,2160,116
1.688219603606037,2160,116
1.6881626038220001,2160,116
1.6881056078868295,2160,116
1.688048615800135,2160,116
1.6879916275615272,2160,116
1.6879346431706164,2160,116
1.6878776626270129,2160,116
1.6878206859303269,2160,116
1.6877637130801688,2160,116
1.6877067440761493,2160,116
1.687649778917879,2160,116
1.6875928176049684,2160,116
1.6875358601370278,2160,116
1.6874789065136686,2160,116
1.687421956734501,2160,116
1.687365010799136,2160,116
1.6873080687071846,2160,116
1.6872511304582574,2159,116
1.6871941960519656,2159,116
1.6871372654879202,2159,116
1.687080338765732,2159,116
1.6870234158850126,2159,116
1.6869664968453726,2159,116
1.6869095816464237,2159,116
1.686852670287777,2159,116
1.686795762769044,2159,116
1.6867388590898358,2159,116
1.686681959249764,2159,116
1.6866250632484399,2159,116
1.6865681710854752,2159,116
1.6865112827604816,2159,116
1.6864543982730706,2159,116
1.686397517622854,2159,116
1.6863406408094435,2159,116
1.686283767832451,2159,116
1.686226898691488,2159,116
1.6861700333861667,2159,116
1.686113171916099,2159,116
1.686056314280897,2159,116
1.6859994604801727,2159,116
1.6859426105135382,2159,116
1.6858857643806056,2159,116
1.6858289220809872,2159,116
1.6857720836142953,2159,116
1.6857152489801424,2159,116
1.6856584181781404,2159,116
1.685601591207902,2159,116
1.6855447680690399,2159,116
1.6854879487611663,2159,116
1.685431133283894,2159,116
1.6853743216368355,2159,116
1.6853175138196037,2159,116
1.685260709831811,2159,116
1.6852039096730704,2159,116
1.685147113342995,2159,116
1.6850903208411971,2159,116
1.6850335321672902,2159,116
1.684976747320887,2159,116
1.6849199663016006,2159,116
1.6848631891090444,2159,116
1.684806415742831,2158,116
1.6847496462025744,2158,116
1.6846928804878871,2158,116
1.6846361185983827,2158,116
1.6845793605336747,2158,116
1.6845226062933765,2158,116
1.6844658558771013,2158,116
1.684409109284463,2158,116
1.684352366515075,2158,116
1.6842956275685508,2158,116
1.6842388924445044,2158,116
1.6841821611425492,2158,116
1.6841254336622993,2158,116
1.6840687100033682,2158,116
1.68401199016537,2158,116
1.6839552741479187,2158,116
1.6838985619506281,2158,116
1.6838418535731123,2158,116
1.6837851490149858,2158,116
1.683728448275862,2158,116
1.6836717513553559,2158,116
1.683615058253081,2158,116
1.6835583689686522,2158,116
1.6835016835016836,2158,116
1.6834450018517895,2158,116
1.6833883240185845,2158,116
1.6833316500016833,2158,116
1.6832749798007003,2158,116
1.6832183134152499,2158,116
1.6831616508449472,2158,116
1.6831049920894066,2158,116
1.683048337148243,2158,116
1.682991686021071,2158,116
1.682935038707506,2158,116
1.6828783952071624,2158,116
1.6828217555196554,2158,116
1.6827651196446,2157,116
1.6827084875816114,2157,116
1.6826518593303046,2157,116
1.6825952348902948,2157,116
1.6825386142611973,2157,116
1.6824819974426273,2157,116
1.6824253844342003,2157,116
1.6823687752355316,2157,116
1.6823121698462367,2157,116
1.682255568265931,2157,116
1.68219897049423,2157,116
1.6821423765307495,2157,116
1.682085786375105,2157,116
1.6820292000269124,2157,116
1.6819726174857874,2157,116
1.6819160387513454,2157,116
1.681859463823203,2157,116
1.6818028927009754,2157,116
1.681746325384279,2157,116
1.6816897618727298,2157,116
1.6816332021659435,2157,116
1.6815766462635366,2157,116
1.6815200941651254,2157,116
1.6814635458703255,2157,116
1.6814070013787537,2157,116
1.6813504606900262,2157,116
1.6812939238037594,2157,116
1.6812373907195697,2157,116
1.6811808614370733,2157,116
1.6811243359558874,2157,116
1.681067814275628,2157,116
1.6810112963959118,2157,116
1.6809547823163558,2157,116
1.6808982720365764,2157,116
1.6808417655561905,2157,116
1.6807852628748152,2157,116
1.680728763992067,2157,116
1.680672268907563,2156,116
1.6806157776209203,2156,116
1.6805592901317559,2156,116
1.6805028064396867,2156,116
1.6804463265443301,2156,116
1.6803898504453032,2156,116
1.6803333781422234,2156,116
1.6802769096347079,2156,116
1.6802204449223739,2156,116
1.6801639840048388,2156,116
1.6801075268817205,2156,116
1.680051073552636,2156,116
1.6799946240172032,2156,116
1.6799381782750396,2156,116
1.6798817363257628,2156,116
1.6798252981689905,2156,116
1.6797688638043404,2156,116
1.6797124332314308,2156,116
1.6796560064498791,2156,116
1.6795995834593034,2156,116
1.6795431642593215,2156,116
1.6794867488495515,2156,116
1.6794303372296118,2156,116
1.6793739293991201,2156,116
1.6793175253576946,2156,116
1.6792611251049538,2156,116
1.6792047286405158,2156,116
1.6791483359639992,2156,116
1.6790919470750219,2156,116
1.6790355619732027,2156,116
1.6789791806581598,2156,116
1.678922803129512,2156,116
1.678866429386878,2156,116
1.678810059429876,2156,116
1.678753693258125,2156,116
1.6786973308712438,2156,116
1.6786409722688511,2156,116
1.6785846174505656,2156,116
1.6785282664160064,2156,116
1.6784719191647923,2156,116
1.6784155756965424,2156,116
1.6783592360108757,2156,116
1.6783029001074115,2156,116
1.6782465679857685,2156,116
1.6781902396455661,2156,116
1.6781339150864238,2156,116
1.6780775943079609,2156,116
1.6780212773097962,2156,116
1.6779649640915497,2156,116
1.6779086546528408,2156,116
1.6778523489932886,2155,116
1.677796047112513,2155,116
1.6777397490101336,2155,116
1.67768345468577,2155,116
1.6776271641390417,2155,116
1.6775708773695688,2155,116
1.6775145943769711,2155,116
1.6774583151608682,2155,116
1.6774020397208802,2155,116
1.6773457680566273,2155,116
1.677289500167729,2155,116
1.6772332360538056,2155,116
1.6771769757144774,2155,116
1.6771207191493644,2155,116
1.6770644663580867,2155,116
1.677008217340265,2155,116
1.6769519720955193,2155,116
1.6768957306234697,2155,116
1.6768394929237374,2155,116
1.6767832589959422,2155,116
1.676727028839705,2155,116
1.676670802454646,2155,116
1.6766145798403862,2155,116
1.6765583609965462,2155,116
1.6765021459227467,2155,116
1.6764459346186085,2155,116
1.6763897270837524,2155,116
1.6763335233177994,2155,116
1.67627732332037,2155,116
1.6762211270910858,2155,116
1.6761649346295675,2155,116
1.6761087459354362,2155,116
1.6760525610083132,2155,116
1.6759963798478195,2155,116
1.6759402024535766,2155,116
1.6758840288252053,2155,116
1.6758278589623274,2155,116
1.675771692864564,2155,116
1.675715530531537,2155,116
1.6756593719628674,2155,116
1.675603217158177,2155,116
1.6755470661170873,2155,116
1.67549091883922,2154,116
1.6754347753241967,2154,116
1.6753786355716391,2154,116
1.6753224995811693,2154,116
1.675266367352409,2154,116
1.67521023888498,2154,116
1.6751541141785045,2154,116
1.675097993232604,2154,116
1.6750418760469012,2154,116
1.6749857626210176,2154,116
1.6749296529545759,2154,116
1.674873547047198,2154,116
1.674817444898506,2154,116
1.6747613465081226,2154,116
1.67470525187567,2154,116
1.6746491610007703,2154,116
1.6745930738830463,2154,116
1.6745369905221206,2154,116
1.6744809109176155,2154,116
1.6744248350691537,2154,116
1.674368762976358,2154,116
1.6743126946388507,2154,116
1.674256630056255,2154,116
1.6742005692281936,2154,116
1.674144512154289,2154,116
1.674088458834165,2154,116
1.6740324092674435,2154,116
1.6739763634537481,2154,116
1.6739203213927016,2154,116
1.6738642830839277,2154,116
1.6738082485270487,2154,116
1.6737522177216886,2154,116
1.67369619066747,2154,116
1.6736401673640167,2154,116
1.6735841478109519,2153,116
1.673528132007899,2153,116
1.6734721199544815,2153,116
1.673416111650323,2153,116
1.6733601070950468,2153,116
1.6733041062882767,2153,116
1.6732481092296365,2153,116
1.6731921159187497,2153,116
1.6731361263552402,2153,116
1.6730801405387319,2153,116
1.6730241584688483,2153,116
1.6729681801452136,2153,116
1.672912205567452,2153,116
1.672856234735187,2153,116
1.672800267648043,2153,116
1.6727443043056438,2153,116
1.6726883447076142,2153,116
1.6726323888535777,2153,116
1.6725764367431593,2153,116
1.6725204883759826,2153,116
1.6724645437516725,2153,116
1.6724086028698533,2153,116
1.672352665730149,2153,116
1.6722967323321851,2153,116
1.6722408026755853,2153,116
1.6721848767599745,2153,116
1.6721289545849776,2153,116
1.672073036150219,2153,116
1.6720171214553237,2153,116
1.6719612104999164,2153,116
1.671905303283622,2153,116
1.6718493998060655,2153,116
1.6717935000668718,2153,116
1.671737604065666,2153,116
1.6716817118020728,2153,116
1.671625823275718,2153,116
1.6715699384862264,2153,116
1.671514057433223,2153,116
1.6714581801163335,2153,116
1.671402306535183,2153,116
1.671346436689397,2153,116
1.6712905705786008,2153,116
1.67123470820242,2153,116
1.67117884956048,2153,116
1.6711229946524064,2153,116
1.671067143477825,2152,116
1.6710112960363612,2152,116
1.6709554523276409,2152,116
1.67089961235129,2152,116
1.670843776106934,2152,116
1.670787943594199,2152,116
1.670732114812711,2152,116
1.6706762897620957,2152,116
1.6706204684419794,2152,116
1.670564650851988,2152,116
1.6705088369917478,2152,116
1.6704530268608846,2152,116
1.6703972204590252,2152,116
1.6703414177857954,2152,116
1.6702856188408217,2152,116
1.6702298236237307,2152,116
1.6701740321341483,2152,115
1.6701182443717015,2152,115
1.6700624603360166,2152,115
1.6700066800267201,2152,115
1.6699509034434388,2152,115
1.6698951305857992,2152,115
1.6698393614534282,2152,115
1.6697835960459524,2152,115
1.6697278343629989,2152,115
1.6696720764041941,2152,115
1.6696163221691656,2152,115
1.6695605716575397,2152,115
1.669504824868944,2152,115
1.669449081803005,2152,115
1.6693933424593503,2152,115
1.669337606837607,2152,115
1.6692818749374019,2152,115
1.669226146758363,2152,115
1.669170422300117,2151,115
1.6691147015622914,2151,115
1.6690589845445138,2151,115
1.6690032712464116,2151,115
1.6689475616676124,2151,115
1.6688918558077437,2151,115
1.6688361536664331,2151,115
1.668780455243308,2151,115
1.668724760537997,2151,115
1.6686690695501267,2151,115
1.6686133822793259,2151,115
1.668557698725222,2151,115
1.6685020188874429,2151,115
1.6684463427656167,2151,115
1.6683906703593714,2151,115
1.668335001668335,2151,115
1.6682793366921358,2151,115
1.6682236754304016,2151,115
1.6681680178827611,2151,115
1.6681123640488422,2151,115
1.6680567139282736,2151,115
1.6680010675206831,2151,115
1.6679454248256997,2151,115
1.6678897858429516,2151,115
1.667834150572067,2151,115
1.667778519012675,2151,115
1.6677228911644042,2151,115
1.6676672670268828,2151,115
1.66761164659974,2151,115
1.667556029882604,2151,115
1.6675004168751042,2151,115
1.6674448075768693,2151,115
1.6673892019875278,2151,115
1.6673336001067094,2151,115
1.6672780019340425,2151,115
1.6672224074691564,2151,115
1.6671668167116802,2151,115
1.667111229661243,2151,115
1.6670556463174742,2151,115
1.6670000666800027,2151,115
1.666944490748458,2151,115
1.6668889185224696,2151,115
1.6668333500016668,2151,115
1.666777785185679,2151,115
1.6667222240741357,2151,115
1.6666666666666667,2151,115
1.6666111129629013,2151,115
1.666555562962469,2151,115
1.6665000166650001,2151,115
1.666444474070124,2151,115
1.6663889351774703,2151,115
1.6663333999866694,2151,115
1.6662778684973507,2151,115
1.6662223407091443,2151,115
1.66616681662168,2151,115
1.6661112962345885,2151,115
1.6660557795474993,2151,115
1.6660002665600426,2150,115
1.6659447572718489,2150,115
1.665889251682548,2150,115
1.6658337497917708,2150,115
1.665778251599147,2150,115
1.6657227571043076,2150,115
1.6656672663068826,2150,115
1.6656117792065026,2150,115
1.665556295802798,2150,115
1.6655008160954,2150,115
1.6654453400839384,2150,115
1.6653898677680445,2150,115
1.6653343991473488,2150,115
1.665278934221482,2150,115
1.6652234729900752,2150,115
1.6651680154527593,2150,115
1.6651125616091649,2150,115
1.665057111458923,2150,115
1.665001665001665,2150,115
1.6649462222370217,2150,115
1.6648907831646245,2150,115
1.6648353477841042,2150,115
1.6647799160950922,2150,115
1.6647244880972198,2150,115
1.6646690637901185,2150,115
1.6646136431734195,2150,115
1.6645582262467542,2150,115
1.664502813009754,2150,115
1.6644474034620507,2150,115
1.6643919976032755,2150,115
1.6643365954330605,2150,115
1.664281196951037,2150,115
1.6642258021568366,2150,115
1.6641704110500914,2150,115
1.6641150236304334,2150,115
1.6640596398974938,2150,115
1.6640042598509053,2150,115
1.6639488834902991,2150,115
1.663893510815308,2150,115
1.6638381418255632,2150,115
1.6637827765206974,2150,115
1.6637274149003427,2150,115
1.6636720569641312,2150,115
1.6636167027116953,2150,115
1.663561352142667,2150,115
1.663506005256679,2150,115
1.6634506620533636,2150,115
1.663395322532353,2150,115
1.66333998669328,2150,115
1.6632846545357773,2150,115
1.663229326059477,2149,115
1.6631740012640122,2149,115
1.6631186801490154,2149,115
1.6630633627141194,2149,115
1.663008048958957,2149,115
1.6629527388831609,2149,115
1.6628974324863643,2149,115
1.6628421297682,2149,115
1.6627868307283007,2149,115
1.6627315353662997,2149,115
1.6626762436818303,2149,115
1.6626209556745253,2149,115
1.662565671344018,2149,115
1.6625103906899419,2149,115
1.6624551137119299,2149,115
1.6623998404096154,2149,115
1.6623445707826319,2149,115
1.6622893048306127,2149,115
1.6622340425531914,2149,115
1.6621787839500017,2149,115
1.6621235290206768,2149,115
1.6620682777648506,2149,115
1.6620130301821567,2149,115
1.6619577862722288,2149,115
1.6619025460347006,2149,115
1.661847309469206,2149,115
1.6617920765753789,2149,115
1.661736847352853,2149,115
1.6616816218012629,2149,115
1.6616263999202419,2149,115
1.6615711817094245,2149,115
1.6615159671684445,2149,115
1.6614607562969363,2149,115
1.661405549094534,2149,115
1.6613503455608718,2149,115
1.6612951456955842,2149,115
1.6612399494983054,2148,115
1.66118475696867,2148,115
1.6611295681063123,2148,115
1.6610743829108667,2148,115
1.661019201381968,2148,115
1.6609640235192507,2148,115
1.6609088493223492,2148,115
1.6608536787908985,2148,115
1.6607985119245332,2148,115
1.6607433487228884,2148,115
1.6606881891855985,2148,115
1.6606330333122987,2148,115
1.6605778811026237,2148,115
1.6605227325562086,2148,115
1.6604675876726886,2148,115
1.6604124464516985,2148,115
1.6603573088928738,2148,115
1.6603021749958493,2148,115
1.6602470447602604,2148,115
1.6601919181857423,2148,115
1.6601367952719304,2148,115
1.66008167601846,2148,115
1.6600265604249669,2148,115
1.659971448491086,2148,115
1.6599163402164532,2148,115
1.6598612356007039,2148,115
1.6598061346434736,2148,115
1.6597510373443984,2148,115
1.6596959437031136,2148,115
1.659640853719255,2148,115
1.6595857673924588,2148,115
1.6595306847223605,2148,115
1.659475605708596,2148,115
1.6594205303508014,2148,115
1.6593654586486128,2148,115
1.659310390601666,2148,115
1.659255326209597,2147,115
1.6592002654720426,2147,115
1.6591452083886382,2147,115
1.6590901549590205,2147,115
1.6590351051828256,2147,115
1.6589800590596901,2147,115
1.6589250165892502,2147,115
1.6588699777711422,2147,115
1.658814942605003,2147,115
1.6587599110904687,2147,115
1.6587048832271762,2147,115
1.658649859014762,2147,115
1.6585948384528628,2147,115
1.6585398215411151,2147,115
1.6584848082791561,2147,115
1.6584297986666225,2147,115
1.658374792703151,2147,115
1.6583197903883784,2147,115
1.6582647917219422,2147,115
1.658209796703479,2147,115
1.6581548053326258,2147,115
1.65809981760902,2147,115
1.6580448335322988,2147,115
1.6579898531020991,2147,115
1.6579348763180581,2147,115
1.6578799031798137,2147,115
1.6578249336870026,2147,115
1.6577699678392626,2147,115
1.657715005636231,2147,115
1.6576600470775453,2147,115
1.6576050921628431,2147,115
1.657550140891762,2147,115
