event_id,start_date,end_date,duration_days,n_active_cells,footprint_area_km2,peak_hail_max_in,peak_hail_mean_in,centroid_lat,centroid_lon
2096,2020-06-24,2020-06-24,1,13,10010.779999999999,3.119999885559082,1.850769281387329,38.793,-99.657
2097,2020-06-25,2020-06-25,1,13,10010.779999999999,3.119999885559082,1.5046155452728271,43.687,-98.937
2098,2020-06-27,2020-06-27,1,5,3850.2999999999997,1.6200000047683716,1.2200000286102295,40.638,-100.157
2099,2020-06-28,2020-06-29,2,28,21561.68,2.119999885559082,1.307499885559082,44.556,-90.648
2100,2020-06-30,2020-07-04,5,79,60834.74,2.869999885559082,1.449114203453064,41.821,-100.203
2101,2020-07-05,2020-07-09,5,81,62374.85999999999,3.119999885559082,1.4780246019363403,44.374,-99.893
2102,2020-07-10,2020-07-11,2,87,66995.22,4.619999885559082,1.8642525672912598,40.966,-95.66
2103,2020-07-12,2020-07-13,2,26,20021.559999999998,2.869999885559082,1.5142306089401245,40.177,-99.529
2104,2020-07-14,2020-07-14,1,4,3080.24,2.119999885559082,1.494999885559082,40.958,-92.61
2105,2020-07-15,2020-07-15,1,6,4620.36,1.8700000047683716,1.4533333778381348,37.585,-90.115
2106,2020-07-16,2020-07-16,1,5,3850.2999999999997,2.119999885559082,1.5199998617172241,40.201,-99.984
2107,2020-07-18,2020-07-21,4,45,34652.7,4.369999885559082,1.6644446849822998,41.575,-101.416
2108,2020-07-22,2020-07-22,1,3,2310.18,1.3700000047683716,1.2033333778381348,41.035,-84.6
2109,2020-07-23,2020-07-23,1,5,3850.2999999999997,2.369999885559082,1.6700000762939453,46.119,-103.631
2110,2020-07-24,2020-07-24,1,3,2310.18,1.8700000047683716,1.3700000047683716,45.774,-100.454
2111,2020-07-25,2020-07-25,1,8,6160.48,1.6200000047683716,1.2762500047683716,45.598,-97.392
2112,2020-07-26,2020-07-26,1,1,770.06,1.8700000047683716,1.8700000047683716,38.75,-120.0
2113,2020-07-29,2020-07-29,1,2,1540.12,1.6200000047683716,1.4950000047683716,39.563,-100.573
2114,2020-07-30,2020-07-30,1,3,2310.18,1.8700000047683716,1.3700000047683716,39.071,-89.648
2115,2020-08-01,2020-08-01,1,1,770.06,1.3700000047683716,1.3700000047683716,39.25,-100.5
2116,2020-08-02,2020-08-02,1,3,2310.18,1.8700000047683716,1.4533333778381348,39.329,-103.686
2117,2020-08-03,2020-08-03,1,3,2310.18,2.119999885559082,1.4533332586288452,35.101,-95.232
2118,2020-08-04,2020-08-05,2,19,14631.14,2.619999885559082,1.5410526990890503,40.039,-100.772
2119,2020-08-06,2020-08-06,1,6,4620.36,1.8700000047683716,1.4533333778381348,40.696,-93.344
2120,2020-08-07,2020-08-10,4,45,34652.7,2.619999885559082,1.3866664171218872,42.893,-96.484
2121,2020-08-11,2020-08-11,1,10,7700.599999999999,2.619999885559082,1.5449999570846558,41.707,-101.915
2122,2020-08-12,2020-08-12,1,4,3080.24,2.119999885559082,1.744999885559082,37.691,-97.972
2123,2020-08-13,2020-08-16,4,99,76235.93999999999,4.119999885559082,1.7210102081298828,40.37,-99.341
2124,2020-08-17,2020-08-17,1,2,1540.12,1.6200000047683716,1.3700000047683716,39.934,-94.212
2125,2020-08-18,2020-08-18,1,3,2310.18,1.8700000047683716,1.3700000047683716,37.6,-92.276
2126,2020-08-19,2020-08-19,1,4,3080.24,1.6200000047683716,1.4950000047683716,48.479,-95.766
2127,2020-08-20,2020-08-20,1,4,3080.24,1.8700000047683716,1.3075000047683716,45.859,-109.894
2128,2020-08-21,2020-08-21,1,6,4620.36,1.6200000047683716,1.2450000047683716,41.743,-93.467
2129,2020-08-22,2020-08-22,1,2,1540.12,1.3700000047683716,1.2450000047683716,41.725,-71.825
2130,2020-08-23,2020-08-23,1,13,10010.779999999999,4.119999885559082,1.6392309665679932,45.378,-94.611
2131,2020-08-24,2020-08-26,3,22,16941.32,4.619999885559082,1.5404545068740845,43.158,-92.24
2132,2020-08-27,2020-08-27,1,8,6160.48,2.119999885559082,1.651249885559082,45.328,-96.555
2133,2020-08-28,2020-08-28,1,9,6930.539999999999,2.119999885559082,1.4533332586288452,41.436,-90.67
2134,2020-08-29,2020-08-29,1,5,3850.2999999999997,1.8700000047683716,1.5199999809265137,36.853,-93.634
2135,2020-08-30,2020-08-30,1,12,9240.72,2.119999885559082,1.5783333778381348,43.893,-98.859
2136,2020-08-31,2020-08-31,1,3,2310.18,2.119999885559082,1.5366665124893188,35.992,-95.995
2137,2020-09-01,2020-09-01,1,1,770.06,1.1200000047683716,1.1200000047683716,37.5,-100.5
2138,2020-09-05,2020-09-05,1,15,11550.9,2.619999885559082,1.5200002193450928,44.517,-94.77
2139,2020-09-08,2020-09-08,1,1,770.06,1.1200000047683716,1.1200000047683716,41.0,-85.75
2140,2020-09-19,2020-09-19,1,1,770.06,1.6200000047683716,1.6200000047683716,44.0,-112.5
2141,2020-09-25,2020-09-25,1,5,3850.2999999999997,2.119999885559082,1.619999885559082,41.81,-85.568
2142,2020-09-26,2020-09-26,1,5,3850.2999999999997,1.3700000047683716,1.2699999809265137,45.319,-87.393
2143,2020-09-27,2020-09-27,1,4,3080.24,1.8700000047683716,1.4325000047683716,37.773,-95.886
2144,2020-10-11,2020-10-11,1,6,4620.36,2.619999885559082,1.5783332586288452,43.113,-97.0
2145,2020-10-23,2020-10-23,1,7,5390.42,1.1200000047683716,1.1200000047683716,40.25,-84.536
2146,2020-11-10,2020-11-10,1,4,3080.24,1.3700000047683716,1.1825000047683716,41.612,-90.02
2147,2020-11-14,2020-11-14,1,3,2310.18,1.8700000047683716,1.4533333778381348,37.857,-93.435
2148,2020-11-24,2020-11-24,1,13,10010.779999999999,1.8700000047683716,1.4084616899490356,36.345,-97.381
2149,2021-01-06,2021-01-06,1,2,1540.12,1.1200000047683716,1.1200000047683716,29.625,-95.25
2150,2021-01-24,2021-01-24,1,2,1540.12,1.3700000047683716,1.2450000047683716,34.0,-99.025
2151,2021-01-25,2021-01-25,1,2,1540.12,1.1200000047683716,1.1200000047683716,32.375,-89.875
2152,2021-02-08,2021-02-08,1,2,1540.12,1.6200000047683716,1.3700000047683716,31.0,-87.398
2153,2021-02-15,2021-02-15,1,3,2310.18,1.8700000047683716,1.536666750907898,32.689,-82.223
2154,2021-02-25,2021-02-25,1,1,770.06,2.119999885559082,2.119999885559082,33.5,-95.25
2155,2021-02-28,2021-02-28,1,2,1540.12,1.1200000047683716,1.1200000047683716,34.25,-95.875
2156,2021-03-10,2021-03-10,1,5,3850.2999999999997,1.8700000047683716,1.4700000286102295,40.623,-95.089
2157,2021-03-12,2021-03-13,2,21,16171.259999999998,2.869999885559082,1.5366666316986084,34.783,-101.861
2158,2021-03-14,2021-03-14,1,1,770.06,1.6200000047683716,1.6200000047683716,34.0,-94.5
2159,2021-03-15,2021-03-15,1,1,770.06,1.1200000047683716,1.1200000047683716,34.0,-86.25
2160,2021-03-16,2021-03-17,2,34,26182.039999999997,2.869999885559082,1.4802939891815186,34.713,-95.569
2161,2021-03-22,2021-03-24,3,21,16171.259999999998,3.119999885559082,1.7033333778381348,31.526,-97.975
2162,2021-03-25,2021-03-25,1,9,6930.539999999999,2.869999885559082,1.4811110496520996,33.563,-87.642
2163,2021-03-26,2021-03-26,1,7,5390.42,1.1200000047683716,1.1200000047683716,39.393,-96.571
2164,2021-03-27,2021-03-28,2,41,31572.46,2.869999885559082,1.4187804460525513,36.1,-87.239
2165,2021-03-30,2021-03-30,1,1,770.06,1.8700000047683716,1.8700000047683716,33.75,-92.0
2166,2021-03-31,2021-03-31,1,2,1540.12,1.1200000047683716,1.1200000047683716,32.625,-84.625
2167,2021-04-05,2021-04-05,1,3,2310.18,1.1200000047683716,1.1200000047683716,43.75,-96.667
2168,2021-04-06,2021-04-06,1,15,11550.9,2.619999885559082,1.4533333778381348,38.96,-99.204
2169,2021-04-08,2021-04-10,3,105,80856.29999999999,3.119999885559082,1.4247620105743408,34.3,-89.139
2170,2021-04-11,2021-04-11,1,4,3080.24,2.119999885559082,1.369999885559082,28.057,-81.387
2171,2021-04-12,2021-04-12,1,10,7700.599999999999,2.869999885559082,2.195000171661377,31.624,-99.277
2172,2021-04-13,2021-04-13,1,7,5390.42,1.8700000047683716,1.26285719871521,31.964,-94.679
2173,2021-04-14,2021-04-14,1,11,8470.66,2.869999885559082,1.68818199634552,34.033,-87.984
2174,2021-04-15,2021-04-15,1,7,5390.42,2.119999885559082,1.5485714673995972,30.876,-99.097
2175,2021-04-16,2021-04-16,1,1,770.06,1.1200000047683716,1.1200000047683716,31.75,-93.5
2176,2021-04-19,2021-04-19,1,1,770.06,1.1200000047683716,1.1200000047683716,36.5,-76.75
2177,2021-04-21,2021-04-21,1,2,1540.12,1.1200000047683716,1.1200000047683716,39.0,-75.875
2178,2021-04-23,2021-04-24,2,53,40813.18,3.619999885559082,1.7049058675765991,32.779,-91.958
2179,2021-04-26,2021-04-26,1,2,1540.12,1.6200000047683716,1.3700000047683716,44.659,-91.443
2180,2021-04-27,2021-04-28,2,43,33112.579999999994,3.119999885559082,1.8002327680587769,34.483,-99.616
2181,2021-05-02,2021-05-02,1,10,7700.599999999999,1.8700000047683716,1.2450000047683716,40.463,-99.435
2182,2021-05-03,2021-05-03,1,44,33882.64,5.619999885559082,1.6654547452926636,34.394,-94.562
2183,2021-05-04,2021-05-04,1,8,6160.48,1.8700000047683716,1.2450000047683716,33.6,-88.71
2184,2021-05-05,2021-05-05,1,6,4620.36,2.119999885559082,1.3283332586288452,38.828,-99.211
2185,2021-05-06,2021-05-06,1,3,2310.18,1.1200000047683716,1.1200000047683716,39.25,-88.5
2186,2021-05-07,2021-05-07,1,6,4620.36,2.119999885559082,1.2866665124893188,34.895,-88.434
2187,2021-05-09,2021-05-10,2,31,23871.859999999997,4.119999885559082,1.644193172454834,32.682,-96.366
2188,2021-05-11,2021-05-11,1,5,3850.2999999999997,1.8700000047683716,1.4700000286102295,31.191,-94.096
2189,2021-05-13,2021-05-17,5,94,72385.64,4.119999885559082,1.6519145965576172,36.203,-101.455
2190,2021-05-18,2021-05-18,1,11,8470.66,1.8700000047683716,1.3700000047683716,33.741,-101.841
2191,2021-05-20,2021-05-20,1,4,3080.24,2.869999885559082,1.8700000047683716,41.621,-103.95
2192,2021-05-21,2021-05-21,1,4,3080.24,1.8700000047683716,1.6200000047683716,41.818,-103.101
2193,2021-05-22,2021-05-22,1,6,4620.36,2.119999885559082,1.4116665124893188,35.709,-105.5
2194,2021-05-23,2021-05-23,1,15,11550.9,3.119999885559082,1.8200000524520874,40.667,-102.688
2195,2021-05-24,2021-05-24,1,11,8470.66,2.119999885559082,1.5745453834533691,37.24,-101.473
2196,2021-05-25,2021-05-26,2,69,53134.14,3.119999885559082,1.5439131259918213,39.442,-99.737
2197,2021-05-27,2021-05-30,4,51,39273.06,2.869999885559082,1.6150981187820435,35.311,-101.996
2198,2021-05-31,2021-05-31,1,8,6160.48,1.6200000047683716,1.2450000047683716,36.833,-98.532
2199,2021-06-01,2021-06-01,1,2,1540.12,1.1200000047683716,1.1200000047683716,37.0,-104.125
2200,2021-06-02,2021-06-02,1,4,3080.24,1.8700000047683716,1.7450000047683716,34.04,-98.564
2201,2021-06-04,2021-06-04,1,2,1540.12,7.119999885559082,4.494999885559082,44.864,-112.032
2202,2021-06-05,2021-06-05,1,1,770.06,1.1200000047683716,1.1200000047683716,48.75,-97.5
2203,2021-06-06,2021-06-06,1,6,4620.36,1.8700000047683716,1.411666750907898,38.046,-98.964
2204,2021-06-07,2021-06-08,2,42,32342.519999999997,4.119999885559082,1.6557142734527588,46.631,-101.403
2205,2021-06-09,2021-06-09,1,8,6160.48,3.119999885559082,1.526249885559082,46.369,-107.738
2206,2021-06-10,2021-06-10,1,29,22331.739999999998,3.119999885559082,1.6286203861236572,46.938,-103.33
2207,2021-06-11,2021-06-11,1,6,4620.36,2.619999885559082,1.6616665124893188,39.654,-96.104
2208,2021-06-12,2021-06-12,1,11,8470.66,3.119999885559082,1.5972727537155151,38.963,-94.932
2209,2021-06-13,2021-06-14,2,37,28492.219999999998,2.619999885559082,1.3159457445144653,41.891,-92.133
2210,2021-06-15,2021-06-15,1,6,4620.36,1.8700000047683716,1.4533333778381348,35.119,-85.034
2211,2021-06-16,2021-06-16,1,3,2310.18,1.8700000047683716,1.536666750907898,43.067,-95.621
2212,2021-06-17,2021-06-17,1,13,10010.779999999999,2.869999885559082,1.6969231367111206,43.9,-92.295
2213,2021-06-20,2021-06-20,1,13,10010.779999999999,2.119999885559082,1.4853847026824951,41.313,-90.132
2214,2021-06-21,2021-06-21,1,8,6160.48,1.6200000047683716,1.2762500047683716,42.365,-76.345
2215,2021-06-23,2021-06-23,1,9,6930.539999999999,2.869999885559082,1.5366665124893188,43.18,-102.582
2216,2021-06-24,2021-06-24,1,16,12320.96,4.119999885559082,1.682499885559082,39.568,-100.079
2217,2021-06-25,2021-06-25,1,14,10780.84,2.869999885559082,1.5842857360839844,37.849,-101.067
2218,2021-06-26,2021-06-26,1,2,1540.12,2.119999885559082,1.619999885559082,34.519,-103.009
2219,2021-06-28,2021-06-28,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.25,-89.125
2220,2021-06-30,2021-06-30,1,3,2310.18,1.6200000047683716,1.286666750907898,42.452,-77.225
2221,2021-07-01,2021-07-01,1,2,1540.12,1.1200000047683716,1.1200000047683716,39.0,-76.875
2222,2021-07-02,2021-07-02,1,5,3850.2999999999997,2.119999885559082,1.369999885559082,42.804,-94.245
2223,2021-07-03,2021-07-04,2,24,18481.44,2.119999885559082,1.3804165124893188,41.24,-101.552
2224,2021-07-05,2021-07-05,1,3,2310.18,1.1200000047683716,1.1200000047683716,44.167,-92.083
2225,2021-07-06,2021-07-07,2,20,15401.199999999999,1.8700000047683716,1.220000147819519,43.39,-96.085
2226,2021-07-08,2021-07-09,2,66,50823.96,4.369999885559082,1.7374242544174194,43.146,-99.026
2227,2021-07-10,2021-07-12,3,10,7700.599999999999,1.6200000047683716,1.2200000286102295,34.382,-106.127
2228,2021-07-13,2021-07-13,1,6,4620.36,1.6200000047683716,1.2450000047683716,41.458,-89.973
2229,2021-07-15,2021-07-15,1,5,3850.2999999999997,2.119999885559082,1.6200001239776611,39.245,-98.628
2230,2021-07-16,2021-07-16,1,3,2310.18,2.119999885559082,1.7033332586288452,46.227,-102.146
2231,2021-07-17,2021-07-17,1,12,9240.72,2.369999885559082,1.4950000047683716,40.847,-94.921
2232,2021-07-18,2021-07-18,1,7,5390.42,2.119999885559082,1.3342857360839844,39.533,-101.417
2233,2021-07-19,2021-07-19,1,9,6930.539999999999,2.869999885559082,1.5366665124893188,47.755,-97.708
2234,2021-07-20,2021-07-20,1,5,3850.2999999999997,2.619999885559082,1.6699998378753662,43.496,-77.266
2235,2021-07-21,2021-07-21,1,3,2310.18,1.1200000047683716,1.1200000047683716,40.0,-75.083
2236,2021-07-22,2021-07-22,1,1,770.06,1.6200000047683716,1.6200000047683716,46.75,-105.0
2237,2021-07-23,2021-07-23,1,8,6160.48,1.8700000047683716,1.3075000047683716,42.151,-98.98
2238,2021-07-25,2021-07-25,1,21,16171.259999999998,3.119999885559082,1.7509522438049316,44.476,-98.671
2239,2021-07-26,2021-07-26,1,4,3080.24,1.3700000047683716,1.2450000047683716,44.27,-91.938
2240,2021-07-27,2021-07-27,1,3,2310.18,1.3700000047683716,1.2033333778381348,41.834,-89.316
2241,2021-07-29,2021-07-29,1,3,2310.18,1.6200000047683716,1.4533333778381348,40.007,-88.015
2242,2021-07-30,2021-07-30,1,3,2310.18,1.6200000047683716,1.286666750907898,40.992,-98.111
2243,2021-07-31,2021-07-31,1,1,770.06,2.119999885559082,2.119999885559082,37.75,-99.0
2244,2021-08-01,2021-08-01,1,2,1540.12,1.8700000047683716,1.4950000047683716,33.656,-96.22
2245,2021-08-04,2021-08-04,1,1,770.06,1.1200000047683716,1.1200000047683716,36.75,-104.75
2246,2021-08-05,2021-08-05,1,9,6930.539999999999,1.8700000047683716,1.3700000047683716,43.755,-97.715
2247,2021-08-07,2021-08-09,3,46,35422.759999999995,3.119999885559082,1.5276089906692505,43.066,-98.379
2248,2021-08-10,2021-08-10,1,17,13091.019999999999,2.869999885559082,1.5758823156356812,39.928,-96.233
2249,2021-08-11,2021-08-11,1,2,1540.12,1.1200000047683716,1.1200000047683716,43.125,-89.75
2250,2021-08-12,2021-08-12,1,17,13091.019999999999,1.8700000047683716,1.3552942276000977,39.673,-96.185
2251,2021-08-13,2021-08-13,1,3,2310.18,1.1200000047683716,1.1200000047683716,40.75,-78.0
2252,2021-08-14,2021-08-14,1,25,19251.5,2.619999885559082,1.5699998140335083,42.52,-102.684
2253,2021-08-15,2021-08-15,1,8,6160.48,2.869999885559082,1.651249885559082,38.39,-100.088
2254,2021-08-16,2021-08-16,1,1,770.06,1.1200000047683716,1.1200000047683716,35.5,-101.25
2255,2021-08-19,2021-08-19,1,5,3850.2999999999997,2.119999885559082,1.4199998378753662,40.658,-102.82
2256,2021-08-20,2021-08-20,1,2,1540.12,1.6200000047683716,1.3700000047683716,39.841,-98.0
2257,2021-08-21,2021-08-21,1,4,3080.24,2.119999885559082,1.6825000047683716,36.671,-97.449
2258,2021-08-22,2021-08-23,2,26,20021.559999999998,1.8700000047683716,1.321923017501831,44.416,-99.258
2259,2021-08-24,2021-08-24,1,9,6930.539999999999,1.8700000047683716,1.3144444227218628,43.44,-93.438
2260,2021-08-25,2021-08-26,2,16,12320.96,1.8700000047683716,1.3387500047683716,40.741,-96.129
2261,2021-08-27,2021-08-28,2,32,24641.92,4.119999885559082,1.776249885559082,44.692,-97.864
2262,2021-08-29,2021-08-30,2,33,25411.98,3.119999885559082,1.869999885559082,44.842,-100.296
2263,2021-09-01,2021-09-01,1,2,1540.12,2.119999885559082,1.994999885559082,41.867,-103.25
2264,2021-09-03,2021-09-03,1,3,2310.18,1.8700000047683716,1.3700000047683716,39.044,-102.272
2265,2021-09-05,2021-09-05,1,2,1540.12,1.8700000047683716,1.4950000047683716,41.439,-99.499
2266,2021-09-06,2021-09-06,1,1,770.06,1.1200000047683716,1.1200000047683716,36.75,-103.25
2267,2021-09-07,2021-09-07,1,20,15401.199999999999,4.119999885559082,1.7574996948242188,42.749,-89.02
2268,2021-09-12,2021-09-12,1,4,3080.24,2.619999885559082,2.057499885559082,43.402,-84.44
2269,2021-09-13,2021-09-13,1,4,3080.24,1.6200000047683716,1.2450000047683716,42.812,-89.771
2270,2021-09-14,2021-09-14,1,6,4620.36,2.119999885559082,1.494999885559082,38.899,-97.69
2271,2021-09-15,2021-09-15,1,6,4620.36,1.3700000047683716,1.1616666316986084,45.714,-85.23
2272,2021-09-16,2021-09-16,1,5,3850.2999999999997,1.3700000047683716,1.2200000286102295,43.719,-98.236
2273,2021-09-17,2021-09-17,1,2,1540.12,1.1200000047683716,1.1200000047683716,38.5,-97.375
2274,2021-09-19,2021-09-19,1,1,770.06,1.3700000047683716,1.3700000047683716,45.5,-101.5
2275,2021-09-20,2021-09-20,1,2,1540.12,2.119999885559082,1.619999885559082,38.269,-95.077
2276,2021-09-28,2021-09-28,1,3,2310.18,1.1200000047683716,1.1200000047683716,38.667,-79.167
2277,2021-09-29,2021-09-29,1,3,2310.18,1.8700000047683716,1.4533333778381348,35.257,-98.986
2278,2021-09-30,2021-09-30,1,3,2310.18,1.3700000047683716,1.286666750907898,31.371,-101.322
2279,2021-10-01,2021-10-01,1,1,770.06,1.1200000047683716,1.1200000047683716,35.0,-102.5
2280,2021-10-05,2021-10-05,1,7,5390.42,1.8700000047683716,1.26285719871521,33.071,-89.937
2281,2021-10-07,2021-10-07,1,1,770.06,1.1200000047683716,1.1200000047683716,39.5,-89.25
2282,2021-10-08,2021-10-08,1,2,1540.12,1.1200000047683716,1.1200000047683716,41.5,-83.125
2283,2021-10-09,2021-10-09,1,2,1540.12,1.8700000047683716,1.4950000047683716,44.094,-98.656
2284,2021-10-12,2021-10-12,1,10,7700.599999999999,1.8700000047683716,1.3949999809265137,37.314,-101.16
2285,2021-10-15,2021-10-15,1,2,1540.12,1.3700000047683716,1.2450000047683716,35.25,-93.112
2286,2021-10-24,2021-10-24,1,3,2310.18,1.8700000047683716,1.536666750907898,40.0,-91.507
2287,2021-10-26,2021-10-26,1,4,3080.24,1.6200000047683716,1.2450000047683716,36.623,-100.157
2288,2021-11-10,2021-11-10,1,8,6160.48,2.119999885559082,1.369999885559082,34.548,-98.171
2289,2021-11-13,2021-11-13,1,1,770.06,1.1200000047683716,1.1200000047683716,41.5,-73.75
2290,2021-11-21,2021-11-21,1,1,770.06,1.3700000047683716,1.3700000047683716,35.75,-91.5
2291,2021-12-05,2021-12-05,1,6,4620.36,1.8700000047683716,1.3700000047683716,36.905,-91.979
2292,2021-12-10,2021-12-10,1,11,8470.66,2.119999885559082,1.438181757926941,35.327,-92.704
2293,2021-12-15,2021-12-15,1,9,6930.539999999999,4.119999885559082,1.9533333778381348,39.74,-95.785
2294,2021-12-17,2021-12-17,1,2,1540.12,1.1200000047683716,1.1200000047683716,34.75,-97.25
2295,2021-12-29,2021-12-29,1,2,1540.12,1.8700000047683716,1.4950000047683716,33.656,-92.094
2296,2021-12-30,2021-12-30,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,32.882,-84.501
2297,2021-12-31,2021-12-31,1,1,770.06,1.6200000047683716,1.6200000047683716,36.25,-90.0
2298,2022-01-09,2022-01-09,1,3,2310.18,2.619999885559082,1.869999885559082,31.75,-87.483
2299,2022-01-19,2022-01-19,1,1,770.06,1.1200000047683716,1.1200000047683716,32.5,-94.25
2300,2022-02-21,2022-02-21,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-97.0
2301,2022-02-22,2022-02-22,1,2,1540.12,1.1200000047683716,1.1200000047683716,32.25,-90.375
2302,2022-03-04,2022-03-04,1,1,770.06,1.1200000047683716,1.1200000047683716,39.75,-97.75
2303,2022-03-05,2022-03-05,1,16,12320.96,2.869999885559082,1.401249885559082,40.223,-93.931
2304,2022-03-06,2022-03-06,1,1,770.06,1.3700000047683716,1.3700000047683716,36.25,-90.25
2305,2022-03-11,2022-03-11,1,1,770.06,1.1200000047683716,1.1200000047683716,30.0,-90.25
2306,2022-03-14,2022-03-14,1,2,1540.12,1.8700000047683716,1.8700000047683716,31.375,-94.625
2307,2022-03-16,2022-03-16,1,8,6160.48,2.119999885559082,1.369999885559082,31.632,-82.198
2308,2022-03-17,2022-03-17,1,3,2310.18,2.119999885559082,1.7033332586288452,35.274,-98.646
2309,2022-03-18,2022-03-18,1,2,1540.12,1.3700000047683716,1.2450000047683716,37.025,-89.624
2310,2022-03-21,2022-03-21,1,3,2310.18,1.6200000047683716,1.3700000047683716,30.841,-97.553
2311,2022-03-22,2022-03-22,1,5,3850.2999999999997,1.1200000047683716,1.1200000047683716,32.8,-89.3
2312,2022-03-23,2022-03-23,1,6,4620.36,1.6200000047683716,1.2450000047683716,39.575,-82.317
2313,2022-03-29,2022-03-29,1,7,5390.42,1.3700000047683716,1.1557142734527588,35.861,-97.984
2314,2022-03-31,2022-03-31,1,4,3080.24,1.1200000047683716,1.1200000047683716,39.375,-79.25
2315,2022-04-03,2022-04-03,1,1,770.06,1.1200000047683716,1.1200000047683716,35.25,-99.25
2316,2022-04-04,2022-04-04,1,16,12320.96,2.869999885559082,1.541874885559082,32.838,-90.212
2317,2022-04-05,2022-04-06,2,16,12320.96,1.8700000047683716,1.3700000047683716,34.624,-85.859
2318,2022-04-07,2022-04-07,1,8,6160.48,2.869999885559082,1.713749885559082,35.497,-77.975
2319,2022-04-10,2022-04-10,1,6,4620.36,1.1200000047683716,1.1200000047683716,38.458,-92.333
2320,2022-04-11,2022-04-11,1,21,16171.259999999998,4.619999885559082,1.893809199333191,35.179,-93.712
2321,2022-04-12,2022-04-15,4,109,83936.54,2.869999885559082,1.4617429971694946,39.027,-94.352
2322,2022-04-16,2022-04-17,2,28,21561.68,2.869999885559082,1.7449997663497925,32.05,-90.101
2323,2022-04-21,2022-04-23,3,93,71615.58,4.119999885559082,1.6710749864578247,39.614,-99.805
2324,2022-04-24,2022-04-24,1,3,2310.18,1.6200000047683716,1.286666750907898,32.926,-98.01
2325,2022-04-25,2022-04-25,1,1,770.06,1.6200000047683716,1.6200000047683716,31.5,-101.0
2326,2022-04-26,2022-04-26,1,1,770.06,1.1200000047683716,1.1200000047683716,38.25,-79.0
2327,2022-04-27,2022-04-27,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,37.0,-101.47
2328,2022-04-28,2022-04-29,2,47,36192.82,4.119999885559082,1.518936276435852,40.24,-98.036
2329,2022-05-01,2022-05-01,1,44,33882.64,3.119999885559082,1.7450003623962402,34.934,-97.965
2330,2022-05-02,2022-05-02,1,19,14631.14,4.119999885559082,1.4489474296569824,36.045,-96.217
2331,2022-05-03,2022-05-03,1,10,7700.599999999999,1.6200000047683716,1.1699999570846558,36.583,-82.843
2332,2022-05-04,2022-05-05,2,44,33882.64,2.869999885559082,1.3813633918762207,34.01,-96.039
2333,2022-05-06,2022-05-06,1,29,22331.739999999998,2.619999885559082,1.49931001663208,35.537,-80.54
2334,2022-05-07,2022-05-09,3,36,27722.159999999996,3.119999885559082,1.60611093044281,44.493,-97.246
2335,2022-05-10,2022-05-14,5,138,106268.28,2.869999885559082,1.4968116283416748,39.359,-96.207
2336,2022-05-15,2022-05-15,1,39,30032.339999999997,4.619999885559082,1.658461332321167,35.567,-94.764
2337,2022-05-16,2022-05-16,1,13,10010.779999999999,1.6200000047683716,1.196923017501831,41.116,-80.958
2338,2022-05-17,2022-05-17,1,28,21561.68,3.119999885559082,1.352142572402954,40.958,-99.283
2339,2022-05-18,2022-05-18,1,7,5390.42,2.869999885559082,1.5842856168746948,39.087,-97.372
2340,2022-05-19,2022-05-19,1,49,37732.939999999995,3.119999885559082,1.5230611562728882,40.292,-88.232
2341,2022-05-21,2022-05-21,1,24,18481.44,2.119999885559082,1.2866666316986084,37.978,-84.139
2342,2022-05-22,2022-05-22,1,3,2310.18,1.1200000047683716,1.1200000047683716,36.167,-81.25
2343,2022-05-23,2022-05-23,1,12,9240.72,2.619999885559082,1.5158333778381348,34.662,-99.974
2344,2022-05-24,2022-05-24,1,13,10010.779999999999,3.619999885559082,1.9276925325393677,31.212,-100.29
2345,2022-05-26,2022-05-26,1,2,1540.12,1.1200000047683716,1.1200000047683716,40.25,-89.25
2346,2022-05-27,2022-05-27,1,1,770.06,1.1200000047683716,1.1200000047683716,45.75,-102.75
2347,2022-05-28,2022-06-01,5,97,74695.81999999999,4.369999885559082,1.607113242149353,40.205,-96.874
2348,2022-06-02,2022-06-02,1,5,3850.2999999999997,1.6200000047683716,1.2200000286102295,35.67,-91.107
2349,2022-06-03,2022-06-07,5,178,137070.68,4.119999885559082,1.6860111951828003,39.937,-100.2
2350,2022-06-08,2022-06-08,1,20,15401.199999999999,2.619999885559082,1.5825001001358032,37.741,-87.829
2351,2022-06-09,2022-06-09,1,14,10780.84,2.869999885559082,1.7450000047683716,40.476,-100.613
2352,2022-06-10,2022-06-10,1,7,5390.42,1.8700000047683716,1.3342857360839844,35.636,-91.123
2353,2022-06-11,2022-06-13,3,71,54674.259999999995,5.119999885559082,1.630563497543335,43.138,-97.611
2354,2022-06-14,2022-06-14,1,21,16171.259999999998,2.619999885559082,1.4533333778381348,41.153,-98.049
2355,2022-06-15,2022-06-17,3,54,41583.24,2.869999885559082,1.4024076461791992,39.599,-84.511
2356,2022-06-18,2022-06-18,1,3,2310.18,1.8700000047683716,1.4533333778381348,48.814,-104.317
2357,2022-06-19,2022-06-20,2,38,29262.28,3.119999885559082,1.5476312637329102,44.56,-100.432
